text,label,clean_text,embeddings
估计要7月底了，目前都满啦,0,估计要7月底了目前都满啦,"[-0.8339975  -1.392024   -0.4923412  ...  0.73795164 -0.8185885
 -0.17127176]"
结束后吸干水份，患处涂抹药膏（莫匹罗星软膏和艾洛松乳膏等量混合每晚一次外用），半小时后抹保湿霜，适合皮肤敏感状态下使用，保湿霜按需涂抹。,1,结束后吸干水份患处涂抹药膏莫匹罗星软膏和艾洛松乳膏等量混合每晚一次外用半小时后抹保湿霜适合皮肤敏感状态下使用保湿霜按需涂抹,"[-0.62718475 -0.7714255  -0.28242257 ...  0.41090995 -0.3657805
 -0.04488192]"
感谢信任，祝安,0,感谢信任祝安,"[-0.74134266 -1.4262319  -0.28257632 ...  0.07035074 -0.24302013
 -0.48854634]"
可以进一步门诊评估手术加免疫治疗,1,可以进一步门诊评估手术加免疫治疗,"[-0.82118046 -0.9283784   0.04272132 ...  0.23328267 -0.60314614
  0.8090429 ]"
快的话等一周。,0,快的话等一周,"[-1.0625553  -0.9335063  -1.416666   ...  0.92150176 -0.38036475
 -0.33540785]"
造影做过的，问他要光盘。,0,造影做过的问他要光盘,"[-0.66732514 -1.3014127  -0.6561262  ... -0.06052898 -0.54274684
 -0.03358391]"
最终病理也是微浸润腺癌，不用化疗,1,最终病理也是微浸润腺癌不用化疗,"[-0.4670995  -0.90321285 -0.4841976  ...  0.3216197   0.0300034
  0.6497179 ]"
看图片有可能是日光过敏，光化性皮炎，要问问是不是晒了太阳后出现的。,1,看图片有可能是日光过敏光化性皮炎要问问是不是晒了太阳后出现的,"[-0.52732277 -0.6547432  -0.45762962 ... -0.03671482 -0.5659313
  0.211547  ]"
可能性比较低,0,可能性比较低,"[-1.3548014  -0.7662125  -1.4362125  ...  0.5074047  -0.8128534
  0.21911839]"
看看肌瘤性质,0,看看肌瘤性质,"[-1.3612065  -0.5725563  -0.4707628  ...  0.6794193  -0.7062291
  0.26535326]"
1011年11月份做的一个CT，同时呢，有多发的。,0,1011年11月份做的一个CT同时呢有多发的,"[-0.5299757  -0.75254    -0.0736444  ...  0.2235542  -0.92981577
  0.43352044]"
呃，这个礼拜啊，明天或者是礼拜四啊，我的门诊都是有的啊，如果你呃，这个造口袋来不及了啊，这两天又要来紧急要配的话，那么你这两天就可以来看门诊那礼拜三是特需门诊，礼拜四是专家门诊呃，如果你现在网上挂不到号的话呢，你可以呃预约其他专家的门诊或者是挂个预约的泌尿肿瘤普通门诊，只要有预约信息，然后呢，带好24小时的核酸检测的检测报告，那么就可以到门诊来啊，找我加个号，然后我给你开一下。,1,呃这个礼拜啊明天或者是礼拜四啊我的门诊都是有的啊如果你呃这个造口袋来不及了啊这两天又要来紧急要配的话那么你这两天就可以来看门诊那礼拜三是特需门诊礼拜四是专家门诊呃如果你现在网上挂不到号的话呢你可以呃预约其他专家的门诊或者是挂个预约的泌尿肿瘤普通门诊只要有预约信息然后呢带好24小时的核酸检测的检测报告那么就可以到门诊来啊找我加个号然后我给你开一下,"[-0.5820592  -0.2435077  -0.19439232 ...  0.28678882 -0.8578857
  0.3242551 ]"
但是五个毫米，而且是在血管的上方，建议还是要治疗的。,1,但是五个毫米而且是在血管的上方建议还是要治疗的,"[-0.97393024 -0.9064561  -0.40731758 ...  0.0410023  -0.48762158
  0.6503963 ]"
子宫肌瘤是有明显边界清楚的，而腺肌病病灶没有明显边界，内部有可能会有囊腺样回声，所以超声有时候并不能完全明确，但核磁检查是可以确诊的,1,子宫肌瘤是有明显边界清楚的而腺肌病病灶没有明显边界内部有可能会有囊腺样回声所以超声有时候并不能完全明确但核磁检查是可以确诊的,"[-0.90368545 -0.6068297  -0.37193382 ...  0.06002396 -0.89148426
  0.36220753]"
嗯是的,0,嗯是的,"[-1.0173135  -1.1132896  -1.1228672  ...  0.39681554 -0.9111626
 -0.43120867]"
或者就用清水洗,1,或者就用清水洗,"[-0.65686107 -1.2779095  -0.5217746  ...  0.73229563 -0.4896092
 -0.56568235]"
下周二来做检查，周三手术，当天可出院,1,下周二来做检查周三手术当天可出院,"[-0.8985344  -0.4474938  -0.11707523 ... -0.18878895 -0.91349375
  0.31843004]"
我不推荐做根治性肾全切，根据本院的技术水平，这个肾是完全可以保留的。,1,我不推荐做根治性肾全切根据本院的技术水平这个肾是完全可以保留的,"[-0.7422518  -0.7555989   0.19445482 ...  0.6521356  -1.0933326
  0.5126909 ]"
东院太贵了,0,东院太贵了,"[-0.8079905  -0.6040399  -0.7429707  ...  0.3304266  -0.36836317
  0.2014019 ]"
检查结果无异常 定期每年按时复查即可,1,检查无异常定期每年按时复查即可,"[-1.0949521  -1.1609848  -0.18769531 ... -0.10599701 -0.26793706
  0.31822595]"
足底角质增生处涂硫水杨酸软膏 早晚一次 晚上涂好可以用保鲜膜封包过夜；,1,足底角质增生处涂硫水杨酸软膏早晚一次晚上涂好可以用保鲜膜封包过夜,"[-0.7226372  -1.4870404   0.21365838 ...  0.3471099  -0.26795283
  0.16037546]"
平时药物是怎么使用的？,0,平时药物是怎么使用的,"[-0.6692208  -1.6691525  -0.4580665  ... -0.01616268 -0.38092765
 -0.18441482]"
这只是其中一个,0,这只是其中一个,"[-0.73124325 -1.2623779  -1.0080633  ...  0.94567204 -0.28818107
 -0.4180152 ]"
这个肿瘤本身是手术的疾病，就是手术时机你和家里商定。,0,这个肿瘤本身是手术的疾病就是手术时机你和家里商定,"[-1.1788893  -1.0966069   0.11948395 ...  0.39652455 -0.76728016
  0.8792579 ]"
你如果不会拍你就不用拍了，我想当地医生也跟你讲过我刚才已经跟你说过就是海南热血管瘤比较小的，有些是不用处理的，它是良性的，他，即便出血他出血的风险，也没有动静脉畸形跟动脉瘤厉害，所以没有必要过于担心，只要没有癫痫发作，那你这个部位的策略下面，因为我看不到片子，我想当地医生也跟你讲过，可能暂时不需要做手术比较小，才一个厘米不到。,1,你如果不会拍你就不用拍了我想当地医生也跟你讲过我刚才已经跟你说过就是海南热血管瘤比较小的有些是不用处理的它是良性的他即便出血他出血的风险也没有动静脉畸形跟动脉瘤厉害所以没有必要过于担心只要没有癫痫发作那你这个部位的策略下面因为我看不到片子我想当地医生也跟你讲过可能暂时不需要做手术比较小才一个厘米不到,"[-1.1683698  -0.55890423 -0.23619919 ...  0.49959335 -0.47091246
  0.7193662 ]"
有可能的，你可以给他补充一点锌，补充一.b族维生素，生长因子的话，新生长因子的话，每天喷三次，每次喷两下就可以了。,1,有可能的你可以给他补充一点锌补充一b族维生素生长因子的话新生长因子的话每天喷三次每次喷两下就可以了,"[-0.3300158  -0.69523084 -0.57953155 ...  0.28886002 -0.7638597
 -0.2584826 ]"
皮疹都在左面，这个情况比较特别，建议你来门诊看看。,1,皮疹都在左面这个情况比较特别建议你来门诊看看,"[-0.45532572 -1.0327952  -0.3018025  ... -0.1414187  -0.5333569
  0.6031484 ]"
不会有后遗症的，不加重就不用做ct,1,不会有后遗症的不加重就不用做ct,"[-0.5703916  -0.8396467  -0.2918596  ...  0.66488147 -0.5692581
  0.13466161]"
更像生殖细胞瘤，因为松果体还有一个,1,更像生殖细胞瘤因为松果体还有一个,"[-0.9608449  -0.5862412   0.3362934  ...  0.52926457 -0.537935
  0.47092664]"
就是因为很多人收不进来，我们现在都搞到+32了。,0,就是因为很多人收不进来我们现在都搞到32了,"[-0.4018188  -0.8289561  -0.54489565 ...  0.65345305 -0.66732323
 -0.4728465 ]"
可来我这里手术。,0,可来我这里手术,"[-0.906496   -1.0305852  -0.04631694 ...  0.22613421 -1.3612521
  0.1571236 ]"
最近一次复查什么时候？,0,最近一次复查什么时候,"[-0.42499864 -0.6458796  -0.49734    ...  0.09481919 -0.86230177
 -0.23787758]"
有条件可以光子祛痘印更好,1,有条件可以光子祛痘印更好,"[-0.23362242 -1.0519451  -0.2260715  ... -0.20139569 -0.3487398
  0.19086605]"
手术前需要重新做薄层,1,手术前需要重新做薄层,"[ 8.6962432e-04 -1.0621297e+00 -1.2669607e-01 ...  5.3195059e-01
 -7.7963620e-01  1.9716324e-01]"
塞药前阴道用苏打粉5g加小半盆温开水稀释后坐浴每天一次每次15分钟。,1,塞药前阴道用苏打粉5g加小半盆温开水稀释后坐浴每天一次每次15分钟,"[-0.84240746 -0.87346333 -0.7498348  ...  0.27526832 -0.3449762
  0.22576131]"
你们的孩子十有八九不像，定型枕大概率会有效，这样的话，就可以避免CT辐射了。,1,你们的孩子十有八九不像定型枕大概率会有效这样的话就可以避免CT辐射了,"[-0.7634417  -0.85000193 -0.30829132 ...  0.42320788 -0.69765687
  0.49436435]"
前列腺炎的问题需要进一步检查，积极治疗，可以做前列腺液的常规，加细菌培养检查，根据药敏应用敏感药物，并且辅助以阿尔法受体阻滞剂和中成药。,1,前列腺炎的问题需要进一步检查积极治疗可以做前列腺液的常规加细菌培养检查根据药敏应用敏感药物并且辅助以阿尔法受体阻滞剂和中成药,"[-0.7417038  -0.45856947 -0.61627316 ... -0.19855991 -0.36491153
 -0.24481419]"
他开幕式两年内过敏，怎么过敏啦，你可能要差的太多了吧，呃，有的人呢，擦了多了以后反而又红又多啊，又红又那个刺痛又痒更加不舒服，这是要用了太多的关系，呃，她就是这样表现的其实不是过敏啊，是药量太多了，所以我们要求呢，就是说付好以后先薇诺娜或者单纯的水乳打底打个底以后，然后来用极少量的卡卡慕斯啊，最好的就是进口原装的那个普特皮。,1,他开幕式两年内过敏怎么过敏啦你可能要差的太多了吧呃有的人呢擦了多了以后反而又红又多啊又红又那个刺痛又痒更加不舒服这是要用了太多的关系呃她就是这样表现的其实不是过敏啊是药量太多了所以我们要求呢就是说付好以后先薇诺娜或者单纯的水乳打底打个底以后然后来用极少量的卡卡慕斯啊最好的就是进口原装的那个普特皮,"[-0.594031   -0.6973724  -0.3718102  ...  0.9324844  -0.69104004
 -0.00587338]"
同时，加上螺内酯片一起口服，帮助消肿，预防血压升高，每日三次，每次一粒。,1,同时加上螺内酯片一起口服帮助消肿预防血压升高每日三次每次一粒,"[-1.2567378  -1.0511909  -0.15876567 ...  0.63520527 -0.8555993
  0.10920433]"
看视力视野检查结果，和你爸爸的手术意愿,0,看视力视野检查和你爸爸的手术意愿,"[-0.7274865  -1.2759873  -0.25860003 ...  0.11905539 -0.79539484
  0.7233765 ]"
症状缓解后逐渐减量停药,1,症状缓解后逐渐减量停药,"[-0.7367333  -1.5685172  -0.7386051  ...  0.17801903 -1.0479608
  0.20356789]"
干的话2-3天拿掉就行了,0,干的话23天拿掉就行了,"[-1.0299449  -1.7590954  -0.7423613  ...  0.83461136 -0.59770525
 -0.773427  ]"
手术的话因为位置较深，可能切除左上肺接近一半,1,手术的话因为位置较深可能切除左上肺接近一半,"[-0.6686461  -1.3433261  -0.22829242 ...  0.4594191  -0.95085394
  0.40166706]"
三个月后复查评估。,1,三个月后复查评估,"[-0.86810255 -0.87861025 -0.714944   ...  0.39870027 -0.50862694
 -0.3052963 ]"
做好PET ，请拍照发上来,0,做好PET请拍照发上来,"[ 0.2061793  -0.77887046 -0.32305837 ...  0.38617715 -0.7634398
 -0.31585014]"
嗯，是这样的，我看你最近的B超内膜还是蛮厚的，有13毫米，那估计是要来月经了，那么如果没有性生活的话啊，那么呃，平均我们有这个性生活的话，首先还要考虑妊娠相关的疾病，那我估计你也查过尿HCG，如果屙尿HCG阴性的话。,1,嗯是这样的我看你最近的B超内膜还是蛮厚的有13毫米那估计是要来月经了那么如果没有性生活的话啊那么呃平均我们有这个性生活的话首先还要考虑妊娠相关的疾病那我估计你也查过尿HCG如果屙尿HCG阴性的话,"[-0.948992   -1.3854545  -0.74212193 ...  0.3028688  -0.39920712
 -0.00284561]"
但不是必需切 不切活到80岁没问题,1,但不是必需切不切活到80岁没问题,"[-0.3975612  -1.3097527   0.10048689 ...  0.7292025  -0.4415121
  0.2375407 ]"
宝宝发过湿疹吗？,0,宝宝发过湿疹吗,"[ 0.02336621 -0.95051223 -1.000937   ...  0.57297105 -0.788751
 -0.33617678]"
激光可能导致后续出现增多和爆发,1,激光可能导致后续出现增多和爆发,"[-1.1952975  -0.5698716  -0.09877236 ...  0.7086217  -0.57579523
 -0.5871153 ]"
如果ct提示侵润不厉害，亦可考虑微创切除。,1,如果ct提示侵润不厉害亦可考虑微创切除,"[-0.5717922  -0.5761628   0.10834347 ...  0.15239185 -0.4733392
  0.68144834]"
更像皮炎,1,更像皮炎,"[-0.53823936 -0.37905133 -0.8601382  ...  0.60284984 -1.0647261
 -0.45642287]"
我觉得最好做个宫腔镜 否则万一怀孕流产了呢,1,我觉得最好做个宫腔镜否则万一怀孕流产了呢,"[-1.0446529  -0.8466701  -0.14020519 ...  0.3216867  -0.23485523
  0.3763965 ]"
建议化疗脱水 症状缓解后放疗 可尝试靶向药物治疗,1,建议化疗脱水症状缓解后放疗可尝试靶向药物治疗,"[-0.92314833 -0.3651682  -0.11755976 ...  0.8149297  -0.21568297
  0.15299238]"
痘印需要打美容激光，痘痘继续吃美满霉素和异维a酸，外涂奥洛软膏,1,痘印需要打美容激光痘痘继续吃美满霉素和异维a酸外涂奥洛软膏,"[-0.480354   -1.1055295  -0.23386735 ...  0.1346139  -0.16177082
  0.08916257]"
嗯，跟后脑勺呢，还是不一样后脑勺呢，它容易头晕啊，换句话说，后脑勺的病灶需要优先处理的。,1,嗯跟后脑勺呢还是不一样后脑勺呢它容易头晕啊换句话说后脑勺的病灶需要优先处理的,"[-0.6545439  -1.0167158  -0.28098565 ...  0.39189893 -0.8190596
  0.44830972]"
就是新霉素曲安奈德贴膏，可以剪成和皮损一样大小，贴在患处。,1,就是新霉素曲安奈德贴膏可以剪成和皮损一样大小贴在患处,"[-0.08061703 -1.1954017  -0.43588942 ... -0.0606719  -0.81214696
 -0.32768843]"
可以吃6盒的,1,可以吃6盒的,"[-1.2985806  -1.55674    -0.30520135 ...  0.50958014 -0.8155548
 -0.39789575]"
肺部微小结节不要紧，不像恶性的。,1,肺部微小结节不要紧不像恶性的,"[-0.8415063  -1.2435882  -0.26061302 ...  0.3524933  -0.39462677
  0.06250934]"
考虑是早期的肺腺癌,1,考虑是早期的肺腺癌,"[-0.9800055  -0.7290008  -0.5176141  ...  1.0113742  -0.18064275
  0.03074308]"
如果这两点都做好了，还是不好没有改善，可以再涂点激素类药膏，比如派瑞松一天两次,1,如果这两点都做好了还是不好没有改善可以再涂点激素类药膏比如派瑞松一天两次,"[-2.7347368e-01 -1.3055265e+00 -8.9558959e-04 ...  1.7851031e-01
 -5.1210457e-01 -8.4358066e-02]"
您好，我是陈医生助理，陈老师对您的情况比较关心，您目前硬度情况是否有好转？,0,您好我是陈医生助理陈老师对您的情况比较关心您目前硬度情况是否有好转,"[ 0.15898272 -1.3605448  -0.24077392 ...  0.01795301 -1.2751617
 -0.19349512]"
